#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-16T12:48:33 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-16T12:48:33	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/180/54/table4	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_21800054
#Name: J/ApJS/180/54
#Title: Globular cluster candidates in ACS Virgo survey. (Jordan+, 2009)
#INFO	ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	creator=Jordan A.	    First author or institution
#INFO	cites=bibcode:2009ApJS..180...54J	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2009	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/180/54	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21800054	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_180_54_table4:
#Name: J/ApJS/180/54/table4
#Title: Photometric and structural catalog of sources
#Column	VCC	(I4)	Virgo Cluster Catalog number (1)	[ucd=meta.id.parent]
#Column	RAJ2000	(F11.7)	Right Ascension in decimal degrees (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination in decimal degrees (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	GDist	(F7.3)	Galactocentric distance	[ucd=pos.angDistance]
#Column	zmag	(F6.3)	Model HST/ACS F850LP band magnitude (3)	[ucd=phot.mag;em.opt.I]
#Column	zamag	(F6.3)	Average HST/ACS F850LP band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.I]
#Column	gmag	(F6.3)	Model HST/ACS F475W band magnitude (3)	[ucd=phot.mag;em.opt.B]
#Column	gamag	(F6.3)	Average HST/ACS F475W band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	rhz	(F7.4)	Best-fit HST/ACS F850LP band half-light radius	[ucd=phys.angSize;src]
#Column	rhg	(F7.4)	Best-fit HST/ACS F475W band half-light radius	[ucd=phys.angSize;src]
#Column	pGC	(F5.2)	Probability source is a Globular Cluster (5)	[ucd=stat.fit.goodness]
#Column	E(B-V)	(F6.3)	Foreground E(B-V) assumed (6)	[ucd=phot.color.excess]
VCC	RAJ2000	DEJ2000	GDist	zmag	zamag	gmag	gamag	rhz	rhg	pGC	E(B-V)
1226	187.4319405	+08.0033747	 46.939	23.880	23.938	24.871	24.829	 0.0445	 0.0211	 0.98	 0.022
1226	187.4328729	+08.0060235	 46.965	21.963	21.925	23.333	23.301	 0.0287	 0.0295	 1.00	 0.022
1226	187.4316391	+08.0018406	 47.066	21.991	21.966	23.118	23.085	 0.0306	 0.0320	 1.00	 0.022
1226	187.4566025	+07.9944378	 47.374	21.326	21.303	22.361	22.333	 0.0355	 0.0286	 1.00	 0.022
1226	187.4428636	+08.0134696	 47.497	24.205	24.207	25.858	25.888	 0.0652	 0.0407	 0.76	 0.022
1226	187.4544390	+08.0095144	 47.605	21.387	21.422	22.967	22.995	 0.0460	 0.0441	 1.00	 0.022
1226	187.4556568	+07.9926853	 47.773	21.147	21.109	22.005	21.974	 0.0356	 0.0310	 1.00	 0.022
1226	187.4475222	+08.0134022	 47.801	21.517	21.586	22.329	22.453	 0.0749	 0.0768	 1.00	 0.022
1226	187.4397286	+08.0127145	 47.802	22.075	22.029	23.499	23.461	 0.0304	 0.0281	 1.00	 0.022
1226	187.4580372	+08.0023200	 47.832	23.238	23.226	24.757	24.713	 0.0331	 0.0289	 0.99	 0.022
1226	187.4538111	+08.0102366	 47.891	22.134	22.149	23.125	23.085	 0.0388	 0.0309	 1.00	 0.022
1226	187.4387177	+08.0123700	 48.151	22.610	22.542	23.719	23.692	 0.0295	 0.0244	 1.00	 0.022
1226	187.4343708	+08.0089946	 48.241	21.453	21.407	22.989	22.948	 0.0267	 0.0291	 1.00	 0.022
1226	187.4538882	+08.0103236	 48.307	22.598	22.566	23.927	23.897	 0.0254	 0.0346	 1.00	 0.022
1226	187.4560552	+07.9928872	 48.530	20.882	20.863	22.305	22.285	 0.0341	 0.0283	 1.00	 0.022
1226	187.4427670	+08.0137455	 48.545	22.643	22.627	23.797	23.807	 0.0220	 0.0192	 1.00	 0.022
1226	187.4418683	+08.0135865	 48.555	23.792	23.965	25.114	25.097	 0.0658	 0.0297	 0.93	 0.022
1226	187.4537174	+08.0105877	 48.613	21.671	21.618	23.231	23.183	 0.0215	 0.0243	 1.00	 0.022
1226	187.4325991	+08.0065746	 48.711	23.694	23.654	24.864	24.840	 0.0407	 0.0474	 0.96	 0.022
1226	187.4380940	+08.0122874	 48.933	21.978	21.961	22.882	22.867	 0.0349	 0.0301	 1.00	 0.022
1226	187.4498676	+08.0130682	 49.067	23.383	23.370	24.113	24.123	 0.0347	 0.0354	 0.99	 0.022
1226	187.4557663	+07.9922269	 49.069	21.591	21.537	23.015	22.984	 0.0211	 0.0210	 1.00	 0.022
1226	187.4570346	+07.9942095	 49.139	22.109	22.187	23.103	23.109	 0.0532	 0.0466	 1.00	 0.022
1226	187.4312731	+08.0032909	 49.192	21.715	21.660	23.212	23.175	 0.0190	 0.0221	 1.00	 0.022
1226	187.4370718	+07.9889757	 49.447	23.381	23.329	24.358	24.311	 0.0171	 0.0292	 0.99	 0.022
1226	187.4309672	+08.0018296	 49.451	21.288	21.255	22.644	22.612	 0.0257	 0.0294	 1.00	 0.022
1226	187.4402898	+07.9873986	 49.473	22.570	22.561	23.618	23.647	 0.0441	 0.0406	 1.00	 0.022
1226	187.4391037	+08.0129783	 49.530	23.704	23.748	25.043	25.066	 0.0185	 0.0163	 0.94	 0.022
1226	187.4469274	+07.9867634	 49.720	22.025	21.984	23.456	23.413	 0.0228	 0.0268	 1.00	 0.022
1226	187.4583107	+08.0037355	 49.774	24.802	24.726	25.627	25.693	 0.0079	 0.0506	 0.98	 0.022
1226	187.4480751	+07.9869675	 49.803	23.093	23.144	24.471	24.433	 0.0485	 0.0202	 0.99	 0.022
1226	187.4584477	+08.0033222	 49.912	23.350	23.294	24.180	24.172	 0.0277	 0.0330	 0.99	 0.022
1226	187.4520413	+07.9885415	 49.988	22.607	22.567	23.939	23.920	 0.0350	 0.0262	 1.00	 0.022
1226	187.4318676	+08.0060400	 50.247	22.419	22.390	23.671	23.665	 0.0280	 0.0372	 1.00	 0.022
1226	187.4309862	+07.9969334	 50.670	21.300	21.255	22.805	22.769	 0.0261	 0.0241	 1.00	 0.022
1226	187.4587887	+07.9981632	 50.680	21.819	21.790	22.642	22.636	 0.0310	 0.0327	 1.00	 0.022
1226	187.4556550	+08.0095239	 50.845	22.787	22.721	24.219	24.172	 0.0121	 0.0177	 0.91	 0.022
1226	187.4473585	+07.9864606	 51.058	21.259	21.207	22.644	22.608	 0.0244	 0.0262	 1.00	 0.022
1226	187.4503053	+08.0135411	 51.251	24.091	24.098	25.942	25.899	 0.0536	 0.0262	 0.95	 0.022
1226	187.4418174	+07.9864579	 51.296	21.670	21.657	22.911	22.918	 0.0389	 0.0372	 1.00	 0.022
1226	187.4508355	+08.0133303	 51.315	22.608	22.781	24.205	24.201	 0.0717	 0.0353	 0.99	 0.022
1226	187.4443384	+08.0146916	 51.447	23.540	23.561	25.085	25.060	 0.0440	 0.0260	 0.99	 0.022
1226	187.4482895	+07.9865334	 51.504	22.875	23.115	23.943	23.962	 0.0823	 0.0454	 0.94	 0.022
1226	187.4503907	+07.9871994	 51.608	21.568	21.515	22.428	22.393	 0.0274	 0.0237	 1.00	 0.022
1226	187.4459228	+07.9860724	 51.767	22.540	22.724	23.801	23.786	 0.0721	 0.0438	 0.99	 0.022
1226	187.4396341	+07.9869296	 51.851	23.023	22.985	24.196	24.155	 0.0372	 0.0357	 0.99	 0.022
1226	187.4583603	+07.9952517	 51.933	21.064	21.018	22.432	22.402	 0.0234	 0.0188	 1.00	 0.022
1226	187.4568593	+08.0086258	 52.299	23.666	23.646	24.685	24.674	 0.0405	 0.0311	 0.98	 0.022
1226	187.4570285	+08.0086917	 52.929	24.491	24.431	25.873	25.823	 0.0146	 0.0187	 0.89	 0.022
1226	187.4389464	+08.0139521	 52.985	21.738	21.708	23.135	23.099	 0.0282	 0.0220	 1.00	 0.022
1226	187.4587832	+07.9953942	 53.151	20.602	20.601	21.749	21.743	 0.0353	 0.0325	 1.00	 0.022
1226	187.4546969	+07.9892705	 53.507	22.172	22.146	23.167	23.135	 0.0300	 0.0277	 1.00	 0.022
1226	187.4536131	+08.0124485	 53.622	22.163	22.114	23.399	23.354	 0.0246	 0.0267	 1.00	 0.022
1226	187.4563989	+07.9909665	 53.638	23.390	23.315	24.900	25.193	 0.0186	 0.0878	 0.94	 0.022
1226	187.4425375	+08.0152195	 53.902	21.535	21.488	22.826	22.787	 0.0244	 0.0219	 1.00	 0.022
1226	187.4371811	+08.0133720	 53.920	22.153	22.114	23.038	22.998	 0.0275	 0.0302	 1.00	 0.022
1226	187.4329330	+08.0098471	 54.167	21.822	21.844	22.946	22.931	 0.0375	 0.0279	 1.00	 0.022
1226	187.4451736	+07.9853242	 54.313	23.008	23.024	24.086	24.087	 0.0446	 0.0323	 0.99	 0.022
1226	187.4445782	+07.9853144	 54.338	20.000	19.966	21.354	21.333	 0.0306	 0.0264	 1.00	 0.022
1226	187.4351865	+08.0122078	 54.483	24.150	24.083	25.434	25.405	 0.0172	 0.0392	 0.99	 0.022
1226	187.4473668	+07.9854681	 54.563	22.463	22.431	23.737	23.759	 0.0496	 0.0484	 1.00	 0.022
1226	187.4350845	+07.9886435	 54.630	21.556	21.527	22.579	22.538	 0.0345	 0.0330	 1.00	 0.022
1226	187.4582222	+07.9931552	 54.651	22.043	21.998	23.620	23.588	 0.0265	 0.0219	 1.00	 0.022
1226	187.4412829	+08.0151969	 54.670	22.930	22.871	23.899	23.858	 0.0329	 0.0290	 1.00	 0.022
1226	187.4448425	+08.0156505	 54.878	22.020	21.964	22.935	22.906	 0.0280	 0.0237	 1.00	 0.022
1226	187.4366740	+08.0133952	 54.931	21.960	22.047	23.059	23.080	 0.0532	 0.0376	 1.00	 0.022
1226	187.4588340	+08.0066779	 55.024	24.545	24.487	25.336	25.296	 0.0257	 0.0334	 0.98	 0.022
1226	187.4320025	+07.9917943	 55.047	22.395	22.486	24.135	24.155	 0.0638	 0.0559	 0.99	 0.022
1226	187.4563308	+07.9902535	 55.123	20.553	20.517	22.054	22.031	 0.0272	 0.0183	 1.00	 0.022
1226	187.4599436	+08.0037423	 55.451	20.157	20.147	21.707	21.694	 0.0315	 0.0266	 1.00	 0.022
1226	187.4340514	+08.0115934	 55.488	19.951	19.904	21.382	21.347	 0.0222	 0.0187	 1.00	 0.022
1226	187.4293204	+08.0023933	 55.496	22.129	22.086	23.587	23.557	 0.0240	 0.0229	 1.00	 0.022
1226	187.4548936	+07.9886872	 55.556	23.199	23.163	24.252	24.244	 0.0271	 0.0290	 1.00	 0.022
1226	187.4301792	+08.0059092	 55.619	20.680	20.719	21.696	21.692	 0.0481	 0.0425	 1.00	 0.022
1226	187.4291388	+08.0016288	 55.863	22.238	22.179	23.628	23.594	 0.0172	 0.0210	 0.98	 0.022
1226	187.4470080	+08.0157900	 55.950	20.413	20.367	21.616	21.584	 0.0246	 0.0237	 1.00	 0.022
1226	187.4424025	+07.9850117	 56.057	22.958	23.315	23.769	23.868	 0.1023	 0.0644	 0.64	 0.022
1226	187.4529975	+07.9871393	 56.078	23.346	23.306	24.908	24.896	 0.0240	 0.0263	 0.99	 0.022
1226	187.4583253	+07.9924798	 56.161	22.383	22.366	23.313	23.292	 0.0459	 0.0384	 1.00	 0.022
1226	187.4289095	+08.0007119	 56.526	22.570	22.512	23.747	23.720	 0.0243	 0.0217	 1.00	 0.022
1226	187.4456791	+07.9847165	 56.573	23.805	23.771	25.439	25.397	 0.0283	 0.0309	 0.99	 0.022
1226	187.4566523	+08.0108361	 56.637	21.161	21.107	22.142	22.103	 0.0260	 0.0260	 1.00	 0.022
1226	187.4606645	+08.0003623	 56.714	22.837	22.797	24.075	24.037	 0.0257	 0.0272	 1.00	 0.022
1226	187.4523319	+07.9864920	 56.901	22.209	22.289	23.134	23.170	 0.0524	 0.0474	 1.00	 0.022
1226	187.4585526	+07.9921850	 57.392	22.668	22.612	24.255	24.215	 0.0191	 0.0229	 1.00	 0.022
1226	187.4303167	+07.9933306	 57.425	24.848	24.873	25.611	25.572	 0.0733	 0.0167	 0.91	 0.022
1226	187.4595733	+08.0067515	 57.535	22.454	22.434	24.174	24.142	 0.0393	 0.0357	 1.00	 0.022
1226	187.4422360	+08.0161940	 57.537	24.339	24.281	25.436	25.393	 0.0332	 0.0379	 0.96	 0.022
1226	187.4384938	+08.0151635	 57.623	22.168	22.195	23.078	23.099	 0.0458	 0.0469	 1.00	 0.022
1226	187.4285451	+07.9991436	 57.984	24.330	24.278	25.513	25.471	 0.0323	 0.0357	 0.97	 0.022
1226	187.4308298	+08.0087817	 58.104	20.758	20.754	22.256	22.250	 0.0376	 0.0328	 1.00	 0.022
1226	187.4332877	+07.9887734	 58.540	24.263	24.253	25.828	25.778	 0.0139	 0.0175	 0.87	 0.022
1226	187.4372653	+08.0148896	 58.574	24.083	24.087	24.842	24.873	 0.0345	 0.0416	 0.96	 0.022
1226	187.4315195	+07.9907588	 58.606	21.984	21.965	22.940	22.909	 0.0315	 0.0273	 1.00	 0.022
1226	187.4505950	+08.0156381	 58.649	21.752	21.760	22.813	22.820	 0.0383	 0.0367	 1.00	 0.022
1226	187.4599340	+08.0067052	 58.676	21.615	21.852	22.656	22.718	 0.0896	 0.0700	 0.99	 0.022
1226	187.4347247	+08.0133333	 58.689	22.643	22.603	24.100	24.055	 0.0129	 0.0132	 0.84	 0.022
1226	187.4597047	+07.9935573	 58.730	24.065	23.998	25.381	25.364	 0.0271	 0.0139	 0.96	 0.022
1226	187.4453299	+07.9840963	 58.761	23.724	23.710	25.231	25.187	 0.0334	 0.0133	 0.99	 0.022
1226	187.4611923	+08.0026592	 59.136	22.394	22.374	23.369	23.340	 0.0335	 0.0350	 1.00	 0.022
1226	187.4323558	+08.0113186	 59.158	20.153	20.152	21.748	21.736	 0.0352	 0.0310	 1.00	 0.022
1226	187.4282739	+08.0025341	 59.253	22.498	22.629	24.232	24.344	 0.0979	 0.0854	 0.70	 0.022
1226	187.4570621	+07.9893144	 59.312	21.981	21.928	23.236	23.211	 0.0264	 0.0223	 1.00	 0.022
1226	187.4455105	+07.9838561	 59.643	23.906	23.875	25.022	24.998	 0.0392	 0.0533	 0.92	 0.022
1226	187.4571960	+07.9892301	 59.874	21.227	21.320	22.125	22.197	 0.0506	 0.0454	 1.00	 0.022
1226	187.4543732	+08.0140625	 59.923	22.183	22.169	23.713	23.681	 0.0336	 0.0367	 1.00	 0.022
1226	187.4592568	+07.9919499	 59.985	19.460	19.500	20.681	20.702	 0.0430	 0.0353	 1.00	 0.022
1226	187.4284824	+08.0047551	 60.107	23.015	22.956	24.555	24.509	 0.0202	 0.0200	 0.98	 0.022
1226	187.4609858	+08.0049887	 60.165	22.617	22.588	23.574	23.561	 0.0377	 0.0325	 1.00	 0.022
1226	187.4447894	+08.0171727	 60.357	23.840	23.818	25.517	25.493	 0.0236	 0.0195	 0.98	 0.022
1226	187.4616385	+07.9984150	 60.610	21.248	21.205	22.113	22.087	 0.0263	 0.0236	 1.00	 0.022
1226	187.4298835	+07.9922534	 60.621	23.491	23.450	24.949	24.945	 0.0203	 0.0275	 0.99	 0.022
1226	187.4563158	+08.0128019	 60.728	23.505	23.531	24.743	24.767	 0.0602	 0.0469	 0.92	 0.022
1226	187.4580075	+08.0110559	 60.834	22.486	22.512	24.218	24.219	 0.0567	 0.0420	 1.00	 0.022
1226	187.4388247	+08.0162550	 60.850	22.025	22.003	23.044	23.019	 0.0318	 0.0312	 1.00	 0.022
1226	187.4302528	+07.9914976	 60.861	22.415	22.348	23.955	23.904	 0.0220	 0.0222	 1.00	 0.022
1226	187.4571552	+07.9887437	 60.974	23.548	23.505	24.187	24.207	 0.0310	 0.0278	 0.99	 0.022
1226	187.4587709	+07.9906414	 61.100	22.725	22.738	24.354	24.331	 0.0391	 0.0196	 1.00	 0.022
1226	187.4591952	+07.9911543	 61.295	23.784	23.743	25.150	25.141	 0.0128	 0.0145	 0.84	 0.022
1226	187.4275836	+08.0015424	 61.364	23.300	23.295	24.120	24.080	 0.0508	 0.0398	 0.98	 0.022
1226	187.4403191	+08.0169121	 61.489	21.583	21.570	22.566	22.546	 0.0338	 0.0323	 1.00	 0.022
1226	187.4410404	+08.0171184	 61.587	23.346	23.292	24.654	24.637	 0.0157	 0.0131	 0.90	 0.022
1226	187.4618955	+08.0026870	 61.629	22.698	22.643	24.122	24.087	 0.0291	 0.0296	 1.00	 0.022
1226	187.4528783	+07.9852863	 61.641	22.567	22.593	23.795	23.780	 0.0426	 0.0320	 1.00	 0.022
1226	187.4405851	+07.9837672	 61.720	23.270	23.249	24.390	24.371	 0.0389	 0.0311	 0.99	 0.022
1226	187.4534729	+07.9853764	 62.404	23.147	23.188	24.009	24.065	 0.0513	 0.0463	 0.98	 0.022
1226	187.4275797	+08.0041788	 62.737	23.098	23.093	24.563	24.523	 0.0381	 0.0224	 1.00	 0.022
1226	187.4503048	+07.9838629	 62.759	21.869	21.995	23.392	23.537	 0.0905	 0.0840	 0.96	 0.022
1226	187.4483007	+07.9833068	 62.841	21.192	21.147	22.449	22.413	 0.0232	 0.0223	 1.00	 0.022
1226	187.4280382	+07.9948102	 62.930	22.279	22.255	23.374	23.348	 0.0332	 0.0276	 1.00	 0.022
1226	187.4380890	+08.0166780	 63.214	24.775	24.708	25.570	25.745	 0.0185	 0.0044	 0.74	 0.022
1226	187.4485404	+08.0176306	 63.443	23.589	23.600	25.246	25.217	 0.0676	 0.0493	 0.85	 0.022
1226	187.4300871	+07.9904188	 63.474	24.709	24.649	25.922	25.885	 0.0311	 0.0377	 0.96	 0.022
1226	187.4449032	+08.0180668	 63.574	22.502	22.489	24.092	24.062	 0.0333	 0.0258	 1.00	 0.022
1226	187.4436664	+08.0180773	 63.728	21.651	21.654	22.836	22.826	 0.0383	 0.0331	 1.00	 0.022
1226	187.4332589	+08.0139651	 63.744	24.520	24.486	25.660	25.627	 0.0124	 0.0293	 0.96	 0.022
1226	187.4271734	+08.0036720	 63.779	21.183	21.138	22.597	22.561	 0.0224	 0.0212	 1.00	 0.022
1226	187.4590774	+07.9896551	 64.068	22.383	22.394	23.901	23.917	 0.0406	 0.0374	 1.00	 0.022
1226	187.4507455	+07.9835757	 64.241	23.234	23.173	24.680	24.644	 0.0344	 0.0344	 0.99	 0.022
1226	187.4427499	+08.0181446	 64.259	24.327	24.276	25.667	25.640	 0.0398	 0.0544	 0.87	 0.022
1226	187.4290450	+07.9915991	 64.383	24.377	24.433	25.613	25.582	 0.0471	 0.0204	 0.97	 0.022
1226	187.4602479	+08.0096111	 64.404	23.859	23.789	25.249	25.214	 0.0195	 0.0182	 0.95	 0.022
1226	187.4574889	+07.9876166	 64.653	21.093	21.033	22.350	22.326	 0.0210	 0.0169	 0.97	 0.022
1226	187.4604474	+07.9913248	 64.783	20.771	20.781	21.767	21.763	 0.0378	 0.0370	 1.00	 0.022
1226	187.4266362	+08.0017295	 64.791	23.428	23.386	24.645	24.604	 0.0244	 0.0294	 0.99	 0.022
1226	187.4627358	+07.9975745	 64.896	21.891	21.859	23.183	23.152	 0.0313	 0.0217	 1.00	 0.022
1226	187.4549270	+08.0154135	 65.057	20.371	20.327	21.865	21.833	 0.0228	 0.0264	 1.00	 0.022
1226	187.4530493	+08.0166255	 65.448	24.303	24.254	25.533	25.521	 0.0358	 0.0319	 0.97	 0.022
1226	187.4629225	+08.0034235	 65.666	20.504	20.518	21.490	21.497	 0.0364	 0.0352	 1.00	 0.022
1226	187.4274750	+07.9940398	 65.748	20.684	20.643	21.822	21.777	 0.0277	 0.0321	 1.00	 0.022
1226	187.4267260	+08.0043217	 65.815	22.651	22.691	23.688	23.712	 0.0498	 0.0391	 1.00	 0.022
1226	187.4263131	+08.0021406	 66.073	19.567	19.555	20.996	20.986	 0.0338	 0.0301	 1.00	 0.022
1226	187.4267328	+07.9960498	 66.179	24.006	23.991	25.163	25.176	 0.0300	 0.0348	 0.98	 0.022
1226	187.4628605	+07.9963237	 66.193	19.805	19.756	21.281	21.290	 0.0262	 0.0224	 1.00	 0.022
1226	187.4381072	+08.0175790	 66.203	24.615	24.542	25.864	25.822	 0.0142	 0.0206	 0.91	 0.022
1226	187.4452992	+08.0187939	 66.223	22.195	22.173	23.635	23.593	 0.0359	 0.0344	 1.00	 0.022
1226	187.4430253	+08.0187325	 66.252	21.753	21.790	23.430	23.401	 0.0302	 0.0168	 1.00	 0.022
1226	187.4345531	+07.9850109	 66.313	22.221	22.169	23.895	23.848	 0.0205	 0.0153	 0.97	 0.022
1226	187.4265178	+07.9964434	 66.572	22.112	22.113	23.454	23.476	 0.0444	 0.0402	 1.00	 0.022
1226	187.4395588	+07.9826342	 66.610	22.205	22.156	23.511	23.517	 0.0228	 0.0225	 1.00	 0.022
1226	187.4281751	+07.9917322	 66.874	23.078	23.039	24.164	24.132	 0.0235	 0.0295	 1.00	 0.022
1226	187.4570319	+07.9863585	 66.876	21.340	21.295	22.246	22.216	 0.0262	 0.0253	 1.00	 0.022
1226	187.4293089	+08.0109660	 66.918	20.448	20.424	21.496	21.479	 0.0344	 0.0287	 1.00	 0.022
1226	187.4615642	+07.9920188	 67.099	21.539	21.498	22.544	22.531	 0.0247	 0.0266	 1.00	 0.022
1226	187.4258754	+08.0009995	 67.355	22.975	23.077	24.122	24.112	 0.0556	 0.0264	 1.00	 0.022
1226	187.4368452	+08.0174126	 67.404	22.697	22.713	24.536	24.527	 0.0618	 0.0482	 0.99	 0.022
1226	187.4347376	+08.0162928	 67.417	24.072	24.019	25.365	25.333	 0.0300	 0.0310	 0.98	 0.022
1226	187.4383380	+07.9827521	 67.547	22.110	22.329	23.884	23.954	 0.0983	 0.0821	 0.88	 0.022
1226	187.4325241	+07.9859645	 67.870	22.095	22.067	23.149	23.130	 0.0324	 0.0290	 1.00	 0.022
1226	187.4632568	+08.0051502	 68.147	24.376	24.320	25.346	25.305	 0.0235	 0.0306	 0.98	 0.022
1226	187.4635581	+08.0039786	 68.240	20.947	20.997	22.106	22.152	 0.0480	 0.0456	 1.00	 0.022
1226	187.4629947	+07.9944865	 68.415	21.517	21.468	22.487	22.454	 0.0234	 0.0266	 1.00	 0.022
1226	187.4442113	+08.0194146	 68.454	22.622	22.593	23.457	23.418	 0.0311	 0.0314	 1.00	 0.022
1226	187.4261799	+08.0052183	 68.455	23.390	23.332	24.840	24.806	 0.0268	 0.0300	 0.99	 0.022
1226	187.4628306	+07.9938453	 68.629	21.857	21.815	23.400	23.367	 0.0317	 0.0263	 1.00	 0.022
1226	187.4634881	+07.9958244	 68.785	23.961	23.989	25.660	25.662	 0.0450	 0.0305	 0.97	 0.022
1226	187.4515240	+07.9825172	 68.795	23.517	23.466	24.809	24.783	 0.0279	 0.0291	 0.99	 0.022
1226	187.4536426	+08.0173915	 68.856	21.489	21.480	22.515	22.506	 0.0324	 0.0339	 1.00	 0.022
1226	187.4254321	+08.0001294	 68.910	21.567	21.597	22.533	22.535	 0.0423	 0.0335	 1.00	 0.022
1226	187.4263591	+07.9945307	 68.944	22.839	22.896	24.010	24.020	 0.0465	 0.0402	 1.00	 0.022
1226	187.4635596	+07.9959001	 68.966	21.681	21.641	23.193	23.168	 0.0271	 0.0262	 1.00	 0.022
1226	187.4427010	+08.0194678	 69.009	20.952	20.901	22.366	22.326	 0.0220	 0.0217	 1.00	 0.022
1226	187.4492521	+07.9817461	 69.060	22.799	22.789	24.300	24.290	 0.0335	 0.0277	 1.00	 0.022
1226	187.4261147	+07.9946700	 69.624	22.791	22.722	23.712	23.668	 0.0236	 0.0259	 1.00	 0.022
1226	187.4376090	+08.0184515	 69.780	18.917	19.092	19.953	20.104	 0.0888	 0.0858	 1.00	 0.022
1226	187.4261928	+07.9941303	 69.956	22.402	22.363	23.441	23.402	 0.0283	 0.0261	 1.00	 0.022
1226	187.4327387	+08.0157825	 69.972	22.696	22.749	23.990	23.948	 0.0443	 0.0244	 1.00	 0.022
1226	187.4296877	+07.9879339	 70.032	22.396	22.357	23.813	23.771	 0.0282	 0.0272	 1.00	 0.022
1226	187.4313374	+08.0146329	 70.081	21.067	21.015	22.314	22.287	 0.0224	 0.0183	 1.00	 0.022
1226	187.4486421	+08.0194960	 70.111	22.977	22.962	24.440	24.439	 0.0311	 0.0325	 1.00	 0.022
1226	187.4516869	+07.9820956	 70.393	22.263	22.253	23.269	23.251	 0.0324	 0.0209	 1.00	 0.022
1226	187.4402762	+08.0194628	 70.440	21.819	21.775	22.804	22.765	 0.0245	 0.0277	 1.00	 0.022
1226	187.4559185	+07.9841742	 70.709	23.368	23.428	24.352	24.387	 0.0643	 0.0421	 0.94	 0.022
1226	187.4278100	+07.9901930	 70.758	24.243	24.287	25.634	25.631	 0.0608	 0.0675	 0.55	 0.022
1226	187.4251370	+07.9967323	 71.212	21.965	21.939	23.346	23.314	 0.0329	 0.0355	 1.00	 0.022
1226	187.4264257	+07.9922615	 71.632	22.734	22.718	23.858	23.836	 0.0230	 0.0233	 1.00	 0.022
1226	187.4562830	+08.0167460	 71.747	21.061	21.039	22.648	22.621	 0.0365	 0.0330	 1.00	 0.022
1226	187.4558865	+07.9837349	 71.949	22.242	22.221	23.701	23.682	 0.0310	 0.0235	 1.00	 0.022
1226	187.4253850	+08.0064169	 72.388	19.838	19.908	20.850	20.887	 0.0500	 0.0429	 1.00	 0.022
1226	187.4642056	+08.0062416	 72.455	20.898	20.861	22.262	22.224	 0.0238	 0.0223	 1.00	 0.022
1226	187.4270307	+08.0104557	 72.825	23.516	23.455	24.817	24.851	 0.0192	 0.0158	 0.95	 0.022
1226	187.4277952	+08.0117603	 72.994	22.068	22.219	23.334	23.413	 0.0641	 0.0495	 1.00	 0.022
1226	187.4346440	+08.0180548	 73.055	20.980	20.947	22.081	22.063	 0.0307	 0.0239	 1.00	 0.022
1226	187.4576920	+08.0161740	 73.142	22.468	22.429	23.661	23.652	 0.0280	 0.0329	 1.00	 0.022
1226	187.4633325	+07.9917415	 73.200	23.400	23.410	24.916	24.950	 0.0671	 0.0684	 0.82	 0.022
1226	187.4410089	+08.0204273	 73.304	23.973	23.961	24.949	24.990	 0.0330	 0.0435	 0.96	 0.022
1226	187.4293520	+08.0139044	 73.335	22.584	22.539	24.028	23.995	 0.0242	 0.0226	 1.00	 0.022
1226	187.4256303	+07.9929081	 73.345	21.346	21.296	22.316	22.269	 0.0210	 0.0252	 1.00	 0.022
1226	187.4440618	+07.9800184	 73.440	22.301	22.254	23.308	23.284	 0.0274	 0.0267	 1.00	 0.022
1226	187.4652991	+07.9986959	 73.480	23.497	23.445	24.281	24.298	 0.0265	 0.0374	 0.99	 0.022
1226	187.4341403	+08.0179471	 73.616	24.264	24.230	25.330	25.335	 0.0425	 0.0305	 0.96	 0.022
